feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T228	E1	yes	0.224901261874682	0.307998280506207	165	102	0.466314284202481	0.851359827585759
T230	E1	yes	-0.115275756061325	0.147805120787779	165	154	0.436570619220357	0.851359827585759
T233	E1	yes	-0.110090476577483	0.12646160009471	165	165	0.385283059686336	0.851359827585759
T235	E1	yes	-0.161175311018822	0.189643866403172	165	108	0.396636108761701	0.851359827585759
T237	E1	yes	-0.168407564402892	0.181093614489981	165	131	0.353773421927581	0.851359827585759
T238	E1	yes	-0.172108181477431	0.209207612951025	165	111	0.411899302725632	0.851359827585759
T246	E1	yes	-0.126442866143762	0.167514504512013	165	163	0.451447741768381	0.851359827585759
T247	E1	yes	-0.125080153368932	0.161218055991032	165	153	0.438964993425101	0.851359827585759
T255	E1	yes	-0.160826901759211	0.222476542996511	165	120	0.470781143916201	0.851359827585759
T260	E1	yes	-0.204193945035658	0.221796196479794	165	111	0.358600124512093	0.851359827585759
T264	E1	yes	-0.143047071967978	0.188609906658742	165	151	0.449289901524411	0.851359827585759
T265	E1	yes	-0.186163014930804	0.216676992907479	165	118	0.391506860613431	0.851359827585759
T269	E1	yes	-0.161982278103635	0.21322554576611	165	143	0.448545722131996	0.851359827585759
T275	E1	yes	-0.1150964050026	0.151162112983709	165	150	0.447512167305139	0.851359827585759
T280	E1	yes	-0.131037501426426	0.175173619185174	165	155	0.455511779535917	0.851359827585759
T283	E1	yes	-0.139606281081256	0.186118583495748	165	155	0.454279909737012	0.851359827585759
T284	E1	yes	-0.139606281081256	0.186118583495748	165	155	0.454279909737012	0.851359827585759
T291	E1	yes	-0.0954412992236689	0.121201529034857	165	164	0.432156456531664	0.851359827585759
T292	E1	yes	-0.109264928139072	0.128063518788176	165	164	0.394795525126743	0.851359827585759
T298	E1	yes	-0.225900658612831	0.248709482459993	165	117	0.365065286232426	0.851359827585759
T302	E1	yes	0.386160016084583	0.459970322791774	165	55	0.402400211613357	0.851359827585759
T309	E1	yes	-0.151646497986598	0.198268514708297	165	139	0.44546432175037	0.851359827585759
T327	E1	yes	-0.266406872248143	0.311741401637723	165	95	0.394039913601201	0.851359827585759
T347	E1	yes	-0.198066199702511	0.251698068040392	165	109	0.432471451212364	0.851359827585759
T351	E1	yes	-0.248894618104943	0.310296785273159	165	94	0.423652617223971	0.851359827585759
T359	E1	yes	-0.230494127742155	0.309138090070941	165	84	0.456981420784268	0.851359827585759
T375	E1	yes	-0.280841414272546	0.335788523903982	165	99	0.404174614355916	0.851359827585759
T384	E1	yes	0.506349155685251	0.583984376216899	165	47	0.387184054184849	0.851359827585759
T385	E1	yes	-0.235936364947174	0.318608920889737	165	55	0.460049729330891	0.851359827585759
T393	E1	yes	-0.665328736566667	0.920676667711116	165	12	0.470929353448028	0.851359827585759
T404	E1	yes	-0.30626344979658	0.394968733898496	165	47	0.439219824682338	0.851359827585759
T412	E1	yes	-0.394371006564118	0.436805460692932	165	47	0.367936334654607	0.851359827585759
T417	E1	yes	0.584658927908716	0.673316432321776	165	27	0.38649193332374	0.851359827585759
T418	E1	yes	0.584658927908716	0.673316432321776	165	27	0.38649193332374	0.851359827585759
T419	E1	yes	0.506510132026133	0.684491666305626	165	33	0.460376603513707	0.851359827585759
T420	E1	yes	0.538355034164497	0.690835981868572	165	24	0.436944424632512	0.851359827585759
T423	E1	yes	0.562244900684057	0.658129339698669	165	34	0.394188399960786	0.851359827585759
T432	E1	yes	0.669708651247449	0.872816882189248	165	18	0.444015712459393	0.851359827585759
T439	E1	yes	0.817868419840302	1.08730167377436	165	7	0.453015576461733	0.851359827585759
T449	E1	yes	1.32220649482321	1.49696322757259	165	4	0.378397091296057	0.851359827585759
T458	E1	yes	0.483691339147629	0.6599426977647	165	22	0.464654259327098	0.851359827585759
T20	E1	yes	0.0225574218547019	0.0321146467438083	165	165	0.483429773983878	0.852716406888229
T69	E1	yes	0.04117342450209	0.0585305157734532	165	165	0.482777537743843	0.852716406888229
T94	E1	yes	-0.0497113385556948	0.0701946897025922	165	165	0.479837337518913	0.852716406888229
T104	E1	yes	-0.0520791245192897	0.0728967555644819	165	165	0.475987470023281	0.852716406888229
T187	E1	yes	-0.0584457811990661	0.0813223610839267	165	164	0.473359305562327	0.852716406888229
T335	E1	yes	-0.402974123711521	0.56973198757167	165	48	0.480387144252054	0.852716406888229
T433	E1	yes	0.514326286521352	0.721740170538428	165	24	0.477099959496998	0.852716406888229
T234	E1	yes	-0.135056484790554	0.194291320120459	165	118	0.487967583615597	0.857742326909076
T41	E1	yes	0.0189218784882598	0.0275441177209407	165	165	0.493080208452876	0.860772322660003
T312	E1	yes	-0.0766296149096893	0.111542078976744	165	165	0.49305781418871	0.860772322660003
T164	E1	yes	0.129874820817939	0.192335406060704	165	162	0.500472590522097	0.869009330838219
T313	E1	yes	-0.0730078576841477	0.108308592701037	165	164	0.501219948692122	0.869009330838219
T4	E1	yes	0.0222985865645644	0.0337605100382391	165	165	0.509869734871748	0.870754636072934
T14	E1	yes	0.0216781938966745	0.0336282771543458	165	165	0.520065524292411	0.870754636072934
T15	E1	yes	0.0217685738356648	0.0332942398341928	165	165	0.514146516930809	0.870754636072934
T38	E1	yes	-0.0322528942476864	0.0518760126100966	165	165	0.534987766346482	0.870754636072934
T81	E1	yes	-0.0296762257754156	0.0468352160561869	165	165	0.527210032671788	0.870754636072934
