feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T121	E1	yes	0.0253739347321642	0.211076586828172	37	37	0.905002657635841	0.993094421927372
T122	E1	yes	0.0648063735949701	0.201204139198402	37	37	0.749298517971369	0.993094421927372
T123	E1	yes	0.273607050532752	0.129003058117133	37	37	0.0410855613713957	0.993094421927372
T124	E1	yes	0.124786289350527	0.136202869262057	37	37	0.365842522028486	0.993094421927372
T125	E1	yes	0.119586627314933	0.212807005316537	37	37	0.577732233300502	0.993094421927372
T126	E1	yes	0.0564590004951712	0.210304377814969	37	37	0.789918824647321	0.993094421927372
T127	E1	yes	0.0531088038070798	0.208163426446605	37	37	0.800115724640707	0.993094421927372
T128	E1	yes	0.0295197689971043	0.145761306655758	37	37	0.840681890252386	0.993094421927372
T129	E1	yes	0.0884570743277967	0.206078718970213	37	37	0.670379914140606	0.993094421927372
T130	E1	yes	0.0503636122808482	0.0961782450641857	37	37	0.60382309603522	0.993094421927372
T131	E1	yes	0.133126186565616	0.210585849605801	37	37	0.531383575216994	0.993094421927372
T132	E1	yes	0.0874710691391107	0.101718299518171	37	37	0.39567739790723	0.993094421927372
T133	E1	yes	0.0960067788512361	0.104521198842003	37	37	0.364623892821764	0.993094421927372
T134	E1	yes	0.0752966517907801	0.0965270639906975	37	37	0.440600687551823	0.993094421927372
T135	E1	yes	0.0379597295078242	0.216950975058646	37	37	0.862112145488217	0.993094421927372
T136	E1	yes	0.0873148053425724	0.182286326515446	37	37	0.634919160049351	0.993094421927372
T137	E1	yes	0.0672202894356167	0.181421099444347	37	37	0.713227534548374	0.993094421927372
T138	E1	yes	-0.100533156624718	0.251299274358124	37	37	0.691548363939743	0.993094421927372
T139	E1	yes	0.0403703940943412	0.211987018599666	37	37	0.850066191819216	0.993094421927372
T140	E1	yes	0.132050570498366	0.189017588809555	37	37	0.489408879232378	0.993094421927372
T141	E1	yes	0.00524492372330571	0.150108155093141	37	37	0.972325334318248	0.993094421927372
T142	E1	yes	0.0767366766004544	0.18724749624129	37	37	0.684439859314931	0.993094421927372
T143	E1	yes	0.034475121408144	0.232250652824376	37	37	0.882848037741474	0.993094421927372
T144	E1	yes	0.144916742914675	0.174538952989427	37	37	0.412006604269375	0.993094421927372
T145	E1	yes	-0.193411383340412	0.195831726014725	37	37	0.330107529464702	0.993094421927372
T146	E1	yes	-0.112972566995842	0.250754585276374	37	37	0.655106645081415	0.993094421927372
T147	E1	yes	0.0219044431931275	0.173413637659685	37	37	0.900206799901444	0.993094421927372
T148	E1	yes	0.118758468839469	0.205315290726292	37	37	0.566684244438112	0.993094421927372
T149	E1	yes	-0.178200254929237	0.232671821264442	37	36	0.44887830735831	0.993094421927372
T150	E1	yes	0.217592867369666	0.188655370199093	37	37	0.256567088281517	0.993094421927372
T151	E1	yes	0.0329417930940387	0.172526136451365	37	37	0.849677471446693	0.993094421927372
T152	E1	yes	-0.0686788194694787	0.179349487823809	37	37	0.704085415563159	0.993094421927372
T153	E1	yes	-0.0686942595220513	0.179347183177087	37	37	0.704018543995164	0.993094421927372
T154	E1	yes	0.0505271745720746	0.192775073431438	37	37	0.794777546272253	0.993094421927372
