"","Phylum","Class","Order","Family","Genus","Species","OTU"
"JRJTB:01215:00814","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01215:00814"
"JRJTB:01215:01168","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA,"JRJTB:01215:01168"
"JRJTB:01215:01698","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","JRJTB:01215:01698"
"JRJTB:01215:02837","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01215:02837"
"JRJTB:01215:03240","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Peptococcaceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01215:03240"
"JRJTB:01216:01867","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-003","D_6__uncultured bacterium","JRJTB:01216:01867"
"JRJTB:01216:02808","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Marinilabiliaceae","D_5__uncultured","D_6__uncultured Bacteroidetes bacterium","JRJTB:01216:02808"
"JRJTB:01216:03241","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01216:03241"
"JRJTB:01217:00510","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-003","D_6__uncultured bacterium","JRJTB:01217:00510"
"JRJTB:01217:00914","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01217:00914"
"JRJTB:01217:02032","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae",NA,NA,"JRJTB:01217:02032"
"JRJTB:01217:02882","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","JRJTB:01217:02882"
"JRJTB:01217:03051","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Erysipelotrichaceae UCG-003","D_6__uncultured bacterium","JRJTB:01217:03051"
"JRJTB:01218:01398","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia","D_6__uncultured bacterium","JRJTB:01218:01398"
"JRJTB:01218:01754","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae",NA,NA,"JRJTB:01218:01754"
"JRJTB:01219:02123","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","JRJTB:01219:02123"
"JRJTB:01219:02699","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes",NA,"JRJTB:01219:02699"
"JRJTB:01220:00123","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","Ambiguous_taxa","JRJTB:01220:00123"
"JRJTB:01220:01025","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Rhodospirillales","D_4__uncultured",NA,NA,"JRJTB:01220:01025"
"JRJTB:01220:02222","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","JRJTB:01220:02222"
"JRJTB:01221:02682","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01221:02682"
"JRJTB:01222:00098","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Oscillibacter",NA,"JRJTB:01222:00098"
"JRJTB:01222:02732","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium","D_6__uncultured bacterium","JRJTB:01222:02732"
"JRJTB:01223:00242","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA,"JRJTB:01223:00242"
"JRJTB:01224:01191","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01224:01191"
"JRJTB:01224:01967","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Anaerostipes","D_6__uncultured bacterium","JRJTB:01224:01967"
"JRJTB:01224:02256","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Defluviitaleaceae","D_5__Defluviitaleaceae UCG-011",NA,"JRJTB:01224:02256"
"JRJTB:01224:02371","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","JRJTB:01224:02371"
"JRJTB:01224:02466","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes",NA,"JRJTB:01224:02466"
"JRJTB:01224:03013","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","JRJTB:01224:03013"
"JRJTB:01225:01450","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA,"JRJTB:01225:01450"
"JRJTB:01225:02759","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01225:02759"
"JRJTB:01226:00341","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01226:00341"
"JRJTB:01226:01575","D_1__Verrucomicrobia","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Akkermansiaceae","D_5__Akkermansia",NA,"JRJTB:01226:01575"
"JRJTB:01226:01909","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01226:01909"
"JRJTB:01227:02839","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01227:02839"
"JRJTB:01228:01584","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01228:01584"
"JRJTB:01228:02800","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","JRJTB:01228:02800"
"JRJTB:01229:00452","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Desulfovibrionales","D_4__Desulfovibrionaceae","D_5__Bilophila","D_6__uncultured bacterium","JRJTB:01229:00452"
"JRJTB:01229:02863","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Erysipelatoclostridium","D_6__uncultured bacterium","JRJTB:01229:02863"
"JRJTB:01230:00356","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae",NA,NA,"JRJTB:01230:00356"
"JRJTB:01230:00659","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae",NA,NA,"JRJTB:01230:00659"
"JRJTB:01230:01948","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","D_6__uncultured bacterium","JRJTB:01230:01948"
"JRJTB:01230:02127","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Roseburia","D_6__uncultured bacterium","JRJTB:01230:02127"
"JRJTB:01232:03023","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Papillibacter","D_6__uncultured bacterium","JRJTB:01232:03023"
"JRJTB:01232:03213","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","JRJTB:01232:03213"
"JRJTB:01233:00841","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group",NA,NA,"JRJTB:01233:00841"
"JRJTB:01233:01315","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Streptococcaceae","D_5__Lactococcus",NA,"JRJTB:01233:01315"
"JRJTB:01233:02692","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Lactobacillaceae","D_5__Lactobacillus","D_6__uncultured bacterium","JRJTB:01233:02692"
"JRJTB:01234:01331","D_1__Cyanobacteria","D_2__Melainabacteria","D_3__Gastranaerophilales","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01234:01331"
"JRJTB:01234:03122","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes",NA,"JRJTB:01234:03122"
"JRJTB:01235:01289","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__unidentified","JRJTB:01235:01289"
"JRJTB:01236:00368","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","JRJTB:01236:00368"
"JRJTB:01237:00380","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","JRJTB:01237:00380"
"JRJTB:01237:02043","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Peptococcaceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01237:02043"
"JRJTB:01237:02236","D_1__Cyanobacteria","D_2__Melainabacteria","D_3__Gastranaerophilales","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01237:02236"
"JRJTB:01237:02622","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 9","D_6__uncultured bacterium","JRJTB:01237:02622"
"JRJTB:01238:01357","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Streptococcaceae","D_5__Lactococcus",NA,"JRJTB:01238:01357"
"JRJTB:01238:02799","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","D_6__uncultured bacterium","JRJTB:01238:02799"
"JRJTB:01239:00261","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-005","D_6__uncultured bacterium","JRJTB:01239:00261"
"JRJTB:01239:01284","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Papillibacter","D_6__uncultured bacterium","JRJTB:01239:01284"
"JRJTB:01241:01154","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","D_6__uncultured bacterium","JRJTB:01241:01154"
"JRJTB:01242:01642","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes",NA,"JRJTB:01242:01642"
"JRJTB:01242:02761","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Sellimonas",NA,"JRJTB:01242:02761"
"JRJTB:01243:03248","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01243:03248"
"JRJTB:01244:00703","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01244:00703"
"JRJTB:01244:02374","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Peptococcaceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01244:02374"
"JRJTB:01245:01812","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae",NA,NA,"JRJTB:01245:01812"
"JRJTB:01245:01891","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","JRJTB:01245:01891"
"JRJTB:01245:02289","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Alloprevotella",NA,"JRJTB:01245:02289"
"JRJTB:01245:03033","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__A2","D_6__uncultured bacterium","JRJTB:01245:03033"
"JRJTB:01246:01467","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-004","D_6__uncultured bacterium","JRJTB:01246:01467"
"JRJTB:01246:02913","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae",NA,NA,"JRJTB:01246:02913"
"JRJTB:01247:01684","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01247:01684"
"JRJTB:01247:03191","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group",NA,"JRJTB:01247:03191"
"JRJTB:01248:01206","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01248:01206"
"JRJTB:01248:01837","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","Ambiguous_taxa","JRJTB:01248:01837"
"JRJTB:01248:02097","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Streptococcaceae","D_5__Lactococcus",NA,"JRJTB:01248:02097"
"JRJTB:01249:00426","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","D_6__uncultured bacterium","JRJTB:01249:00426"
"JRJTB:01249:01091","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Betaproteobacteriales","D_4__Burkholderiaceae","D_5__Parasutterella",NA,"JRJTB:01249:01091"
"JRJTB:01249:01103","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Aerococcaceae","D_5__Globicatella","D_6__Globicatella sp. canine oral taxon 218","JRJTB:01249:01103"
"JRJTB:01250:00377","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes",NA,"JRJTB:01250:00377"
"JRJTB:01251:02336","D_1__Verrucomicrobia","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Akkermansiaceae","D_5__Akkermansia","D_6__uncultured bacterium","JRJTB:01251:02336"
"JRJTB:01251:02357","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","JRJTB:01251:02357"
"JRJTB:01251:03066","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA,"JRJTB:01251:03066"
"JRJTB:01252:01850","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","Ambiguous_taxa","JRJTB:01252:01850"
"JRJTB:01252:02666","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae",NA,NA,"JRJTB:01252:02666"
"JRJTB:01253:01135","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides","D_6__uncultured bacterium","JRJTB:01253:01135"
"JRJTB:01253:01326","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01253:01326"
"JRJTB:01254:01730","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF39","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01254:01730"
"JRJTB:01254:02484","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01254:02484"
"JRJTB:01255:02091","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-005","D_6__uncultured bacterium","JRJTB:01255:02091"
"JRJTB:01255:02193","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__[Ruminococcus] gauvreauii group","D_6__uncultured bacterium","JRJTB:01255:02193"
"JRJTB:01255:02677","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiaceae 1","D_5__Oxobacter","D_6__uncultured compost bacterium","JRJTB:01255:02677"
"JRJTB:01256:00672","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA,"JRJTB:01256:00672"
"JRJTB:01256:03011","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia",NA,"JRJTB:01256:03011"
"JRJTB:01257:01535","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales",NA,NA,NA,"JRJTB:01257:01535"
"JRJTB:01257:02395","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Allobaculum",NA,"JRJTB:01257:02395"
"JRJTB:01257:02485","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","D_6__uncultured bacterium","JRJTB:01257:02485"
"JRJTB:01257:02616","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","JRJTB:01257:02616"
"JRJTB:01257:02833","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__GCA-900066575","Ambiguous_taxa","JRJTB:01257:02833"
"JRJTB:01258:00965","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes",NA,"JRJTB:01258:00965"
"JRJTB:01258:01548","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia",NA,"JRJTB:01258:01548"
"JRJTB:01258:01751","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Rikenellaceae RC9 gut group","Ambiguous_taxa","JRJTB:01258:01751"
"JRJTB:01258:02741","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes",NA,"JRJTB:01258:02741"
"JRJTB:01259:00365","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Erysipelatoclostridium","D_6__uncultured bacterium","JRJTB:01259:00365"
"JRJTB:01259:01218","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Erysipelotrichaceae UCG-003","D_6__uncultured bacterium","JRJTB:01259:01218"
"JRJTB:01259:02561","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-005","Ambiguous_taxa","JRJTB:01259:02561"
"JRJTB:01260:02149","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01260:02149"
"JRJTB:01262:00998","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia",NA,"JRJTB:01262:00998"
"JRJTB:01262:03118","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01262:03118"
"JRJTB:01262:03258","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia","D_6__uncultured bacterium","JRJTB:01262:03258"
"JRJTB:01263:00642","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae",NA,NA,"JRJTB:01263:00642"
"JRJTB:01263:02307","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Betaproteobacteriales","D_4__Burkholderiaceae","D_5__Parasutterella",NA,"JRJTB:01263:02307"
"JRJTB:01264:00944","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Streptococcaceae","D_5__Lactococcus","D_6__Lactococcus lactis","JRJTB:01264:00944"
"JRJTB:01264:02971","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01264:02971"
"JRJTB:01264:03161","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA,"JRJTB:01264:03161"
"JRJTB:01265:00405","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01265:00405"
"JRJTB:01265:02215","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","JRJTB:01265:02215"
"JRJTB:01265:02224","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01265:02224"
"JRJTB:01265:02293","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia",NA,"JRJTB:01265:02293"
"JRJTB:01265:02320","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Lactobacillaceae","D_5__Lactobacillus","D_6__uncultured bacterium","JRJTB:01265:02320"
"JRJTB:01265:03252","D_1__Actinobacteria","D_2__Coriobacteriia","D_3__Coriobacteriales","D_4__Eggerthellaceae","D_5__Enterorhabdus",NA,"JRJTB:01265:03252"
"JRJTB:01266:01458","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014",NA,"JRJTB:01266:01458"
"JRJTB:01266:01516","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-003","D_6__uncultured bacterium","JRJTB:01266:01516"
"JRJTB:01267:00210","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Christensenellaceae","D_5__Christensenellaceae R-7 group","D_6__uncultured bacterium","JRJTB:01267:00210"
"JRJTB:01267:01122","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01267:01122"
"JRJTB:01267:01728","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01267:01728"
"JRJTB:01267:03035","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-005","D_6__uncultured bacterium","JRJTB:01267:03035"
"JRJTB:01268:01896","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","D_6__uncultured bacterium","JRJTB:01268:01896"
"JRJTB:01268:02159","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia",NA,"JRJTB:01268:02159"
"JRJTB:01269:01263","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes",NA,"JRJTB:01269:01263"
"JRJTB:01269:01338","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","D_6__uncultured bacterium","JRJTB:01269:01338"
"JRJTB:01269:01477","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014",NA,"JRJTB:01269:01477"
"JRJTB:01270:01032","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 9","D_6__uncultured bacterium","JRJTB:01270:01032"
"JRJTB:01270:01908","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae",NA,NA,"JRJTB:01270:01908"
"JRJTB:01270:02028","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","JRJTB:01270:02028"
"JRJTB:01271:02622","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01271:02622"
"JRJTB:01272:00612","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01272:00612"
"JRJTB:01272:01770","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Alloprevotella",NA,"JRJTB:01272:01770"
"JRJTB:01272:02201","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides","D_6__uncultured bacterium","JRJTB:01272:02201"
"JRJTB:01273:00092","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA,"JRJTB:01273:00092"
"JRJTB:01273:00708","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","JRJTB:01273:00708"
